psa,offense_group,offense_text,shift,method,district,ward,year,month,day_of_week,latitude,longitude
702.0,property,THEFT F/AUTO,evening,others,7.0,8.0,2023,7.0,Sunday,38.860268763,-76.972140231
301.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,2.0,Monday,38.9137126256,-77.0319622953
506.0,violent,ROBBERY,midnight,gun,5.0,5.0,2023,5.0,Saturday,38.9171835065,-76.9800744828
209.0,violent,ROBBERY,midnight,gun,2.0,2.0,2023,8.0,Thursday,38.9045147494,-77.031949066
607.0,violent,ROBBERY,day,others,6.0,7.0,2023,5.0,Wednesday,38.8713008575,-76.9667545381
105.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,4.0,Sunday,38.871386179,-77.0106593027
506.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,6.0,Wednesday,38.9022029472,-76.9820154637
103.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,6.0,Saturday,38.8849677536,-77.0288720394
301.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,6.0,Thursday,38.9169990257,-77.0374870891
503.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,6.0,Friday,38.9335945437,-76.9701394456
507.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,5.0,2023,7.0,Thursday,38.9056233401,-76.9747714429
505.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,8.0,Tuesday,38.9172864211,-76.9751125549
102.0,property,THEFT F/AUTO,day,others,1.0,6.0,2023,5.0,Wednesday,38.9019154286,-77.0121856271
308.0,property,THEFT F/AUTO,midnight,others,3.0,5.0,2023,7.0,Tuesday,38.9140858678,-77.0131618006
503.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,6.0,Wednesday,38.9432252715,-76.9737228536
702.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,others,7.0,8.0,2023,6.0,Sunday,38.8519222882,-76.9619710648
507.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,7.0,2023,9.0,Saturday,38.8947760114,-76.9814867321
607.0,property,THEFT/OTHER,evening,others,6.0,8.0,2023,2.0,Thursday,38.8704474829,-76.9767803106
507.0,violent,ROBBERY,day,knife,5.0,5.0,2023,7.0,Sunday,38.9012753565,-76.9826084878
603.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,6.0,Monday,38.8856960639,-76.9429238302
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,3.0,Wednesday,38.9181101728,-77.0259911456
303.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,5.0,Wednesday,38.9243031095,-77.0423690168
205.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,6.0,Friday,38.9414371925,-77.1007573135
501.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,6.0,Thursday,38.9094019768,-76.997555701
505.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,7.0,Monday,38.9215847053,-76.9937555941
406.0,property,THEFT F/AUTO,evening,others,4.0,5.0,2023,5.0,Sunday,38.9544974857,-76.9953390492
701.0,violent,ROBBERY,evening,gun,7.0,8.0,2023,4.0,Monday,38.8669446926,-76.986091916
101.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,4.0,Saturday,38.8973301763,-77.0121617883
305.0,violent,ROBBERY,midnight,others,3.0,1.0,2023,1.0,Saturday,38.9169934322,-77.0246416186
406.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,1.0,Friday,38.9637580596,-77.0014076977
306.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,3.0,2.0,2023,6.0,Monday,38.915633931,-77.0207437654
504.0,violent,ROBBERY,day,others,5.0,5.0,2023,4.0,Tuesday,38.9222116506,-76.9931501206
208.0,violent,ROBBERY,midnight,others,2.0,2.0,2023,7.0,Friday,38.9096429011,-77.0375066283
108.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,5.0,Sunday,38.8957717776,-76.9883111053
209.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,1.0,Friday,38.902516372,-77.0275648819
301.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,2.0,2023,1.0,Saturday,38.9140907972,-77.0326081712
407.0,property,THEFT F/AUTO,day,others,4.0,4.0,2023,3.0,Thursday,38.9480013183,-77.0174077569
707.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,3.0,Thursday,38.8415147108,-77.0018084436
507.0,property,THEFT/OTHER,evening,others,5.0,7.0,2023,9.0,Saturday,38.8954667729,-76.9814865528
607.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,gun,6.0,7.0,2023,2.0,Monday,38.8741128729,-76.9720773214
304.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,2.0,Thursday,38.9224239766,-77.0308591452
101.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,6.0,Thursday,38.9025180089,-77.0194256908
603.0,property,MOTOR VEHICLE THEFT,midnight,others,6.0,7.0,2023,1.0,Tuesday,38.8908762101,-76.9435997625
106.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,6.0,Friday,38.8850613726,-77.0027892386
102.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,6.0,Tuesday,38.8967268976,-77.0090607438
403.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,6.0,Friday,38.9592771942,-77.0296982475
706.0,violent,ROBBERY,evening,gun,7.0,8.0,2023,6.0,Saturday,38.8262273513,-76.9979270691
303.0,violent,ROBBERY,midnight,others,3.0,1.0,2023,2.0,Friday,38.9191956358,-77.0416856359
404.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,others,4.0,4.0,2023,9.0,Wednesday,38.9445079468,-77.0278945349
503.0,property,BURGLARY,day,others,5.0,5.0,2023,5.0,Wednesday,38.9233041919,-76.9605030351
304.0,violent,ROBBERY,midnight,gun,3.0,1.0,2023,6.0,Tuesday,38.9274163965,-77.022996055
409.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,1.0,2023,4.0,Saturday,38.9294800466,-77.0188217892
405.0,property,THEFT/OTHER,midnight,others,4.0,5.0,2023,6.0,Wednesday,38.9435704685,-77.0040834744
403.0,property,THEFT/OTHER,midnight,others,4.0,4.0,2023,6.0,Saturday,38.9616095416,-77.0326645261
305.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,5.0,Friday,38.9172279939,-77.0229466458
506.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,5.0,Saturday,38.9108605209,-76.9860487626
206.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,7.0,Thursday,38.9072169383,-77.063241423
505.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,7.0,Tuesday,38.9215847053,-76.9937555941
608.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,7.0,Monday,38.8934535832,-76.9109276278
307.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,6.0,Tuesday,38.9103816589,-77.0229444432
208.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,6.0,Tuesday,38.9062473454,-77.0501059168
208.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,2.0,Saturday,38.9100071354,-77.0416802657
503.0,property,THEFT/OTHER,midnight,others,5.0,5.0,2023,5.0,Tuesday,38.9165515256,-76.9730984838
304.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,2.0,Monday,38.9208382458,-77.0318501733
306.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,6.0,Friday,38.9157152568,-77.0192793859
105.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,7.0,Tuesday,38.8677637155,-77.0106932154
207.0,property,MOTOR VEHICLE THEFT,day,others,2.0,2.0,2023,6.0,Monday,38.9042428782,-77.0385179844
102.0,violent,ROBBERY,midnight,others,1.0,6.0,2023,7.0,Monday,38.8971953825,-77.0083921944
403.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,7.0,Friday,38.9546147886,-77.0296945743
704.0,property,THEFT/OTHER,day,others,7.0,8.0,2023,6.0,Monday,38.8465309715,-76.9815571869
301.0,property,THEFT F/AUTO,evening,others,3.0,2.0,2023,7.0,Saturday,38.9151990007,-77.0319629614
107.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,9.0,Wednesday,38.8868143394,-76.9926458304
403.0,property,THEFT/OTHER,evening,others,4.0,4.0,2023,4.0,Sunday,38.9584594429,-77.0203524114
403.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,5.0,Thursday,38.9592245426,-77.0235601306
104.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,5.0,Tuesday,38.900195332,-76.9943626983
301.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,4.0,Saturday,38.9137196665,-77.0384885113
203.0,property,THEFT/OTHER,evening,others,2.0,3.0,2023,5.0,Monday,38.9387985544,-77.0604060049
603.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,3.0,Monday,38.8906737377,-76.9544119556
208.0,violent,ROBBERY,midnight,gun,2.0,2.0,2023,5.0,Tuesday,38.9099274291,-77.0436069637
502.0,violent,ROBBERY,evening,others,5.0,5.0,2023,4.0,Wednesday,38.9098883402,-77.005130757
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,5.0,Tuesday,38.9295130123,-77.0327305535
107.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,7.0,2023,5.0,Thursday,38.8881220413,-76.977258662
206.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,4.0,Wednesday,38.9162194455,-77.0681701824
708.0,violent,ROBBERY,midnight,gun,7.0,8.0,2023,5.0,Sunday,38.8235965572,-77.008890243
501.0,property,MOTOR VEHICLE THEFT,day,others,5.0,6.0,2023,3.0,Saturday,38.902510376,-77.0074820605
104.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,9.0,Monday,38.8989077821,-76.9973076318
205.0,property,THEFT F/AUTO,day,others,2.0,3.0,2023,8.0,Tuesday,38.9422097581,-77.1015734702
107.0,property,MOTOR VEHICLE THEFT,day,others,1.0,7.0,2023,3.0,Monday,38.8886720344,-76.9798864974
505.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,2.0,Saturday,38.9215811022,-76.9937613603
401.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,2.0,Saturday,38.9705675939,-77.0128551238
505.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,5.0,2023,3.0,Sunday,38.9172816475,-76.9751161311
504.0,property,BURGLARY,day,others,5.0,5.0,2023,5.0,Monday,38.9340124027,-76.991119057
106.0,property,THEFT F/AUTO,midnight,others,1.0,6.0,2023,6.0,Sunday,38.878404017,-77.0066728035
106.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,8.0,2023,5.0,Wednesday,38.8746294992,-77.0066724506
302.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,5.0,Thursday,38.9296581975,-77.0287286731
404.0,property,THEFT/OTHER,evening,others,4.0,4.0,2023,5.0,Tuesday,38.940270809,-77.0251110522
108.0,property,MOTOR VEHICLE THEFT,day,others,1.0,7.0,2023,5.0,Friday,38.892537006,-76.9822253861
305.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,4.0,Saturday,38.9175511707,-77.0280895894
102.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,5.0,Tuesday,38.9002039928,-77.0106290242
106.0,property,MOTOR VEHICLE THEFT,day,others,1.0,8.0,2023,6.0,Thursday,38.8766654598,-76.9945374235
201.0,property,THEFT F/AUTO,midnight,others,2.0,4.0,2023,6.0,Thursday,38.977778074,-77.0588925848
307.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,2.0,2023,6.0,Saturday,38.9117868569,-77.0234637497
305.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,2.0,Friday,38.9162812437,-77.0270397841
206.0,property,MOTOR VEHICLE THEFT,midnight,others,2.0,2.0,2023,9.0,Tuesday,38.9081286806,-77.0637252025
605.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,1.0,Monday,38.8786512522,-76.9424108516
404.0,violent,ROBBERY,day,others,4.0,4.0,2023,2.0,Friday,38.9364770479,-77.0304500003
208.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,10.0,Wednesday,38.9096515756,-77.0332543444
207.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,4.0,Tuesday,38.9044442625,-77.0532981591
303.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,5.0,Wednesday,38.9229898757,-77.0364984941
501.0,property,THEFT/OTHER,day,others,5.0,6.0,2023,1.0,Sunday,38.9068344754,-77.005891471
107.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,2.0,Thursday,38.8864569132,-76.9863993145
108.0,property,THEFT F/AUTO,midnight,others,1.0,6.0,2023,2.0,Thursday,38.8956731344,-76.9943630556
503.0,property,THEFT/OTHER,day,others,5.0,5.0,2023,1.0,Tuesday,38.9198421808,-76.9529057588
106.0,violent,ROBBERY,midnight,gun,1.0,6.0,2023,1.0,Saturday,38.8787005861,-76.985513387
704.0,violent,ASSAULT W/DANGEROUS WEAPON,day,knife,7.0,8.0,2023,1.0,Sunday,38.8465309715,-76.9815571869
507.0,violent,ASSAULT W/DANGEROUS WEAPON,day,knife,5.0,7.0,2023,1.0,Monday,38.8979504607,-76.9787887344
308.0,property,THEFT/OTHER,day,others,3.0,2.0,2023,5.0,Tuesday,38.9045182119,-77.0172011533
107.0,property,THEFT/OTHER,evening,others,1.0,6.0,2023,9.0,Monday,38.8884107639,-76.9902397381
708.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,1.0,Monday,38.8251191681,-77.0061035353
501.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,3.0,Monday,38.9096359586,-77.007805641
603.0,violent,ROBBERY,midnight,gun,6.0,7.0,2023,3.0,Thursday,38.8877452066,-76.9523852131
104.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,3.0,Wednesday,38.9001952707,-76.9932098758
703.0,property,THEFT/OTHER,day,others,7.0,8.0,2023,1.0,Sunday,38.859333126,-76.9918657331
402.0,property,THEFT F/AUTO,evening,others,4.0,4.0,2023,3.0,Sunday,38.9689780754,-77.0334179614
506.0,property,MOTOR VEHICLE THEFT,midnight,others,5.0,5.0,2023,1.0,Sunday,38.9083740175,-76.9844581715
502.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,1.0,Friday,38.9244999636,-76.9995156495
304.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,2.0,Friday,38.9239567911,-77.0250015188
205.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,2.0,Thursday,38.9422036588,-77.0998701999
401.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,others,4.0,4.0,2023,5.0,Sunday,38.9749452644,-77.0155794285
608.0,property,THEFT F/AUTO,day,others,6.0,7.0,2023,5.0,Monday,38.8897602299,-76.9290195703
605.0,violent,ROBBERY,evening,gun,6.0,7.0,2023,7.0,Saturday,38.8796951193,-76.9429092684
409.0,violent,ROBBERY,day,others,4.0,1.0,2023,8.0,Friday,38.9285128264,-77.0182407417
101.0,property,THEFT F/AUTO,evening,others,1.0,2.0,2023,7.0,Thursday,38.9021000122,-77.022952155
503.0,property,BURGLARY,midnight,others,5.0,5.0,2023,8.0,Tuesday,38.9345381126,-76.9647798805
208.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,8.0,Thursday,38.9062545531,-77.0501035007
106.0,property,BURGLARY,evening,others,1.0,8.0,2023,8.0,Sunday,38.8749116108,-77.0029214075
603.0,property,BURGLARY,evening,others,6.0,7.0,2023,8.0,Monday,38.8943335403,-76.954802236
104.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,8.0,Saturday,38.8995546521,-76.9926454047
104.0,property,THEFT/OTHER,midnight,others,1.0,6.0,2023,8.0,Friday,38.8961083132,-76.9843219366
603.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,8.0,Sunday,38.8933494806,-76.9469648801
204.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,8.0,Saturday,38.923379038,-77.0543385414
507.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,7.0,Monday,38.902499813,-76.9795252118
404.0,property,THEFT/OTHER,midnight,others,4.0,4.0,2023,7.0,Wednesday,38.9373434803,-77.0327301113
606.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,8.0,Friday,38.8633434726,-76.9535907061
208.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,7.0,Saturday,38.9107562512,-77.034555897
306.0,property,MOTOR VEHICLE THEFT,day,others,3.0,5.0,2023,7.0,Sunday,38.920231138,-77.0142099916
605.0,violent,ROBBERY,midnight,gun,6.0,7.0,2023,8.0,Tuesday,38.8683630827,-76.9443853375
608.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,8.0,Friday,38.9000640359,-76.9223184997
606.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,8.0,Sunday,38.8600550644,-76.9675340373
207.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,9.0,Friday,38.9042379536,-77.0402985018
304.0,violent,ROBBERY,midnight,knife,3.0,1.0,2023,9.0,Saturday,38.9205911138,-77.0348104354
207.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,9.0,Friday,38.9045490771,-77.0482123653
607.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,9.0,Thursday,38.869008573,-76.9657995011
601.0,property,MOTOR VEHICLE THEFT,day,others,6.0,7.0,2023,6.0,Sunday,38.9066615961,-76.9528191142
506.0,violent,ROBBERY,day,gun,5.0,5.0,2023,6.0,Tuesday,38.9064107052,-76.9889088817
708.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,others,7.0,8.0,2023,6.0,Sunday,38.8204663823,-77.0103694717
707.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,6.0,Saturday,38.8387234375,-77.0054912201
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,6.0,Sunday,38.9199201811,-77.0288285329
403.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,6.0,Monday,38.9541616415,-77.0248044481
706.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,6.0,Sunday,38.8292001632,-76.9995393295
303.0,property,THEFT F/AUTO,evening,others,3.0,1.0,2023,6.0,Tuesday,38.9192935398,-77.0448913981
501.0,property,MOTOR VEHICLE THEFT,day,others,5.0,6.0,2023,6.0,Wednesday,38.905636428,-77.0044732923
202.0,property,THEFT F/AUTO,day,others,2.0,3.0,2023,4.0,Monday,38.9487868308,-77.0787568455
107.0,property,THEFT F/AUTO,evening,others,1.0,6.0,2023,4.0,Sunday,38.884268658,-76.9984555628
304.0,property,THEFT F/AUTO,day,others,3.0,1.0,2023,4.0,Thursday,38.9224239766,-77.0308591452
706.0,violent,ASSAULT W/DANGEROUS WEAPON,midnight,gun,7.0,8.0,2023,4.0,Sunday,38.827785799,-76.9971093499
406.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,4.0,Friday,38.9647127093,-77.0073847427
209.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,5.0,Tuesday,38.8983086629,-77.0307910736
503.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,5.0,Tuesday,38.9278927836,-76.9721600562
608.0,property,THEFT/OTHER,midnight,others,6.0,7.0,2023,4.0,Friday,38.8940741175,-76.9271939744
703.0,property,THEFT/OTHER,midnight,others,7.0,8.0,2023,5.0,Thursday,38.8524418898,-76.9958756566
201.0,property,THEFT F/AUTO,midnight,others,2.0,4.0,2023,5.0,Thursday,38.9692176322,-77.0638820674
404.0,property,MOTOR VEHICLE THEFT,evening,others,4.0,4.0,2023,5.0,Thursday,38.9408021065,-77.0259878835
308.0,property,BURGLARY,day,others,3.0,2.0,2023,5.0,Thursday,38.9085719152,-77.0175595478
707.0,property,THEFT/OTHER,midnight,others,7.0,8.0,2023,7.0,Thursday,38.835153937,-77.0048200518
505.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,7.0,Sunday,38.9222166046,-76.9931402028
606.0,property,THEFT/OTHER,evening,others,6.0,7.0,2023,7.0,Wednesday,38.8600550644,-76.9675340373
702.0,property,MOTOR VEHICLE THEFT,day,others,7.0,8.0,2023,7.0,Wednesday,38.855735899,-76.9685723198
207.0,property,MOTOR VEHICLE THEFT,day,others,2.0,2.0,2023,7.0,Thursday,38.9013317717,-77.0328009732
305.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,7.0,Saturday,38.9169901517,-77.0239552959
302.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,1.0,2023,2.0,Friday,38.9295130123,-77.0327305535
503.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,3.0,Saturday,38.925576383,-76.9672827857
409.0,violent,ROBBERY,midnight,gun,4.0,1.0,2023,3.0,Sunday,38.9329113052,-77.0237936397
209.0,property,THEFT/OTHER,day,others,2.0,2.0,2023,5.0,Wednesday,38.8998135505,-77.0288665199
603.0,property,MOTOR VEHICLE THEFT,midnight,others,6.0,7.0,2023,5.0,Friday,38.8891232755,-76.9518656037
505.0,property,THEFT F/AUTO,day,others,5.0,5.0,2023,5.0,Monday,38.923966587,-76.9790001052
302.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,5.0,Saturday,38.9295130123,-77.0327305535
302.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,5.0,Saturday,38.9303401818,-77.0380015594
401.0,property,THEFT/OTHER,midnight,others,4.0,4.0,2023,3.0,Saturday,38.98327589,-77.026568917
307.0,property,THEFT/OTHER,midnight,others,3.0,2.0,2023,3.0,Sunday,38.9133432838,-77.0319621298
208.0,property,THEFT F/AUTO,evening,others,2.0,2.0,2023,3.0,Thursday,38.9148262842,-77.0425478763
307.0,property,MOTOR VEHICLE THEFT,midnight,others,3.0,2.0,2023,4.0,Saturday,38.904156468,-77.0250061076
505.0,property,MOTOR VEHICLE THEFT,day,others,5.0,5.0,2023,4.0,Friday,38.9201485438,-76.9903135821
505.0,violent,ASSAULT W/DANGEROUS WEAPON,evening,others,5.0,5.0,2023,1.0,Saturday,38.9205080951,-76.9833715653
302.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,1.0,Tuesday,38.9281708128,-77.0325915444
403.0,violent,ROBBERY,midnight,others,4.0,4.0,2023,7.0,Sunday,38.9602128368,-77.0341522793
103.0,violent,ROBBERY,day,others,1.0,6.0,2023,7.0,Monday,38.8786272039,-77.022738312
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,4.0,Sunday,38.8960181546,-77.0473467599
403.0,property,MOTOR VEHICLE THEFT,day,others,4.0,4.0,2023,7.0,Saturday,38.9568625652,-77.0240590342
708.0,property,THEFT/OTHER,day,others,7.0,8.0,2023,7.0,Sunday,38.8236013165,-77.0088899643
204.0,property,THEFT/OTHER,day,others,2.0,3.0,2023,6.0,Sunday,38.9215048581,-77.072292042
304.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,6.0,Tuesday,38.9215494191,-77.0335802425
403.0,property,MOTOR VEHICLE THEFT,midnight,others,4.0,4.0,2023,6.0,Wednesday,38.9547203296,-77.0239624383
205.0,property,THEFT F/AUTO,evening,others,2.0,3.0,2023,6.0,Wednesday,38.9266795572,-77.0923061943
305.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,5.0,Thursday,38.918640186,-77.0319529725
304.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,5.0,Monday,38.9260018251,-77.024310292
206.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Wednesday,38.9116970329,-77.0685578828
106.0,property,MOTOR VEHICLE THEFT,evening,others,1.0,6.0,2023,5.0,Tuesday,38.8784039153,-77.0082632126
202.0,property,THEFT/OTHER,evening,others,2.0,3.0,2023,5.0,Wednesday,38.9483536271,-77.0799445766
408.0,violent,ROBBERY,midnight,knife,4.0,1.0,2023,4.0,Saturday,38.9364851968,-77.0335872771
406.0,property,MOTOR VEHICLE THEFT,midnight,others,4.0,4.0,2023,3.0,Tuesday,38.9581728704,-76.995684937
307.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,2.0,2023,7.0,Thursday,38.9085709995,-77.0219138082
105.0,property,MOTOR VEHICLE THEFT,day,others,1.0,6.0,2023,7.0,Monday,38.8710169451,-77.0093686144
707.0,property,MOTOR VEHICLE THEFT,evening,others,7.0,8.0,2023,7.0,Sunday,38.8401832679,-77.0063279709
301.0,property,THEFT/OTHER,evening,others,3.0,2.0,2023,7.0,Saturday,38.9114964109,-77.0365163644
404.0,property,THEFT/OTHER,day,others,4.0,4.0,2023,7.0,Monday,38.939741759,-77.0286087392
604.0,violent,HOMICIDE,midnight,gun,6.0,7.0,2023,2.0,Wednesday,38.8890893192,-76.9372616373
305.0,violent,ROBBERY,midnight,gun,3.0,1.0,2023,2.0,Saturday,38.9180655126,-77.0242153378
304.0,violent,ROBBERY,evening,gun,3.0,1.0,2023,5.0,Monday,38.9243980739,-77.0255782804
507.0,property,THEFT/OTHER,evening,others,5.0,5.0,2023,2.0,Thursday,38.8996082789,-76.9803906515
209.0,property,THEFT/OTHER,midnight,others,2.0,2.0,2023,2.0,Thursday,38.8973447652,-77.0308021853
501.0,property,THEFT/OTHER,evening,others,5.0,6.0,2023,2.0,Tuesday,38.905645494,-77.0025594614
602.0,property,THEFT F/AUTO,evening,others,6.0,7.0,2023,2.0,Wednesday,38.9106627622,-76.9343832408
502.0,property,THEFT F/AUTO,evening,others,5.0,5.0,2023,5.0,Sunday,38.9255809318,-76.9973129675
305.0,property,THEFT/OTHER,evening,others,3.0,1.0,2023,2.0,Wednesday,38.916992466,-77.0288619423
303.0,property,THEFT/OTHER,midnight,others,3.0,1.0,2023,2.0,Sunday,38.9191956358,-77.0416856359
301.0,violent,ROBBERY,evening,others,3.0,2.0,2023,3.0,Wednesday,38.9169913016,-77.0332436991
708.0,property,THEFT/OTHER,midnight,others,7.0,8.0,2023,2.0,Wednesday,38.8216240267,-77.0017503622
102.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,2.0,Tuesday,38.9002039928,-77.0106290242
607.0,property,THEFT/OTHER,day,others,6.0,7.0,2023,3.0,Wednesday,38.8744733882,-76.9728377689
102.0,property,THEFT/OTHER,day,others,1.0,6.0,2023,3.0,Wednesday,38.8954474282,-77.0121614673
105.0,property,MOTOR VEHICLE THEFT,midnight,others,1.0,6.0,2023,3.0,Friday,38.8784025951,-77.019407601
305.0,property,THEFT F/AUTO,midnight,others,3.0,1.0,2023,1.0,Wednesday,38.9140827746,-77.0288607648
607.0,property,THEFT F/AUTO,evening,others,6.0,8.0,2023,1.0,Friday,38.8731512591,-76.9843160325
604.0,property,MOTOR VEHICLE THEFT,evening,others,6.0,7.0,2023,1.0,Monday,38.8795368857,-76.9309774463
502.0,property,MOTOR VEHICLE THEFT,evening,others,5.0,5.0,2023,1.0,Monday,38.9260401545,-77.0073692053
306.0,property,MOTOR VEHICLE THEFT,evening,others,3.0,1.0,2023,3.0,Tuesday,38.9152197679,-77.0194637424
602.0,violent,ROBBERY,day,others,6.0,7.0,2023,1.0,Friday,38.9060678543,-76.9332345501
507.0,property,THEFT F/AUTO,evening,others,5.0,7.0,2023,1.0,Saturday,38.8947797848,-76.9803228146
207.0,property,THEFT/OTHER,evening,others,2.0,2.0,2023,5.0,Tuesday,38.9052566974,-77.0494711234
304.0,property,THEFT/OTHER,day,others,3.0,1.0,2023,6.0,Thursday,38.9269930171,-77.0229382556
